statistic_yyy,according,district_code,site_id,sex,single_multiple_birth,birth_count
110,按登記日期分,10005120,苗栗縣頭屋鄉,女,單胎,23
110,按登記日期分,10005120,苗栗縣頭屋鄉,女,雙胞胎,0
110,按登記日期分,10005120,苗栗縣頭屋鄉,女,3胞胎,0
110,按登記日期分,10005120,苗栗縣頭屋鄉,女,4胞胎,0
110,按登記日期分,10005120,苗栗縣頭屋鄉,女,5胞胎以上,0
110,按登記日期分,10005130,苗栗縣三義鄉,男,單胎,36
110,按登記日期分,10005130,苗栗縣三義鄉,男,雙胞胎,2
110,按登記日期分,10005130,苗栗縣三義鄉,男,3胞胎,0
110,按登記日期分,10005130,苗栗縣三義鄉,男,4胞胎,0
110,按登記日期分,10005130,苗栗縣三義鄉,男,5胞胎以上,0
110,按登記日期分,10005130,苗栗縣三義鄉,女,單胎,38
110,按登記日期分,10005130,苗栗縣三義鄉,女,雙胞胎,2
110,按登記日期分,10005130,苗栗縣三義鄉,女,3胞胎,0
110,按登記日期分,10005130,苗栗縣三義鄉,女,4胞胎,0
110,按登記日期分,10005130,苗栗縣三義鄉,女,5胞胎以上,0
110,按登記日期分,10005140,苗栗縣西湖鄉,男,單胎,12
110,按登記日期分,10005140,苗栗縣西湖鄉,男,雙胞胎,0
110,按登記日期分,10005140,苗栗縣西湖鄉,男,3胞胎,0
110,按登記日期分,10005140,苗栗縣西湖鄉,男,4胞胎,0
110,按登記日期分,10005140,苗栗縣西湖鄉,男,5胞胎以上,0
110,按登記日期分,10005140,苗栗縣西湖鄉,女,單胎,8
110,按登記日期分,10005140,苗栗縣西湖鄉,女,雙胞胎,0
110,按登記日期分,10005140,苗栗縣西湖鄉,女,3胞胎,0
110,按登記日期分,10005140,苗栗縣西湖鄉,女,4胞胎,0
110,按登記日期分,10005140,苗栗縣西湖鄉,女,5胞胎以上,0
110,按登記日期分,10005150,苗栗縣造橋鄉,男,單胎,18
110,按登記日期分,10005150,苗栗縣造橋鄉,男,雙胞胎,1
110,按登記日期分,10005150,苗栗縣造橋鄉,男,3胞胎,0
110,按登記日期分,10005150,苗栗縣造橋鄉,男,4胞胎,0
110,按登記日期分,10005150,苗栗縣造橋鄉,男,5胞胎以上,0
110,按登記日期分,10005150,苗栗縣造橋鄉,女,單胎,15
110,按登記日期分,10005150,苗栗縣造橋鄉,女,雙胞胎,5
110,按登記日期分,10005150,苗栗縣造橋鄉,女,3胞胎,0
110,按登記日期分,10005150,苗栗縣造橋鄉,女,4胞胎,0
110,按登記日期分,10005150,苗栗縣造橋鄉,女,5胞胎以上,0
110,按登記日期分,10005160,苗栗縣三灣鄉,男,單胎,14
110,按登記日期分,10005160,苗栗縣三灣鄉,男,雙胞胎,0
110,按登記日期分,10005160,苗栗縣三灣鄉,男,3胞胎,0
110,按登記日期分,10005160,苗栗縣三灣鄉,男,4胞胎,0
110,按登記日期分,10005160,苗栗縣三灣鄉,男,5胞胎以上,0
110,按登記日期分,10005160,苗栗縣三灣鄉,女,單胎,14
110,按登記日期分,10005160,苗栗縣三灣鄉,女,雙胞胎,0
110,按登記日期分,10005160,苗栗縣三灣鄉,女,3胞胎,0
110,按登記日期分,10005160,苗栗縣三灣鄉,女,4胞胎,0
110,按登記日期分,10005160,苗栗縣三灣鄉,女,5胞胎以上,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,男,單胎,4
110,按登記日期分,10005170,苗栗縣獅潭鄉,男,雙胞胎,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,男,3胞胎,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,男,4胞胎,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,男,5胞胎以上,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,女,單胎,8
110,按登記日期分,10005170,苗栗縣獅潭鄉,女,雙胞胎,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,女,3胞胎,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,女,4胞胎,0
110,按登記日期分,10005170,苗栗縣獅潭鄉,女,5胞胎以上,0
110,按登記日期分,10005180,苗栗縣泰安鄉,男,單胎,21
110,按登記日期分,10005180,苗栗縣泰安鄉,男,雙胞胎,0
110,按登記日期分,10005180,苗栗縣泰安鄉,男,3胞胎,0
110,按登記日期分,10005180,苗栗縣泰安鄉,男,4胞胎,0
110,按登記日期分,10005180,苗栗縣泰安鄉,男,5胞胎以上,0
110,按登記日期分,10005180,苗栗縣泰安鄉,女,單胎,20
110,按登記日期分,10005180,苗栗縣泰安鄉,女,雙胞胎,0
110,按登記日期分,10005180,苗栗縣泰安鄉,女,3胞胎,0
110,按登記日期分,10005180,苗栗縣泰安鄉,女,4胞胎,0
110,按登記日期分,10005180,苗栗縣泰安鄉,女,5胞胎以上,0
110,按登記日期分,10007010,彰化縣彰化市,男,單胎,1008
110,按登記日期分,10007010,彰化縣彰化市,男,雙胞胎,33
110,按登記日期分,10007010,彰化縣彰化市,男,3胞胎,0
110,按登記日期分,10007010,彰化縣彰化市,男,4胞胎,0
110,按登記日期分,10007010,彰化縣彰化市,男,5胞胎以上,0
110,按登記日期分,10007010,彰化縣彰化市,女,單胎,923
110,按登記日期分,10007010,彰化縣彰化市,女,雙胞胎,31
110,按登記日期分,10007010,彰化縣彰化市,女,3胞胎,0
110,按登記日期分,10007010,彰化縣彰化市,女,4胞胎,0
110,按登記日期分,10007010,彰化縣彰化市,女,5胞胎以上,0
110,按登記日期分,10007100,彰化縣員林市,男,單胎,549
110,按登記日期分,10007100,彰化縣員林市,男,雙胞胎,25
110,按登記日期分,10007100,彰化縣員林市,男,3胞胎,0
110,按登記日期分,10007100,彰化縣員林市,男,4胞胎,0
110,按登記日期分,10007100,彰化縣員林市,男,5胞胎以上,0
110,按登記日期分,10007100,彰化縣員林市,女,單胎,533
110,按登記日期分,10007100,彰化縣員林市,女,雙胞胎,28
110,按登記日期分,10007100,彰化縣員林市,女,3胞胎,0
110,按登記日期分,10007100,彰化縣員林市,女,4胞胎,0
110,按登記日期分,10007100,彰化縣員林市,女,5胞胎以上,0
110,按登記日期分,10007020,彰化縣鹿港鎮,男,單胎,381
110,按登記日期分,10007020,彰化縣鹿港鎮,男,雙胞胎,27
110,按登記日期分,10007020,彰化縣鹿港鎮,男,3胞胎,0
110,按登記日期分,10007020,彰化縣鹿港鎮,男,4胞胎,0
110,按登記日期分,10007020,彰化縣鹿港鎮,男,5胞胎以上,0
110,按登記日期分,10007020,彰化縣鹿港鎮,女,單胎,371
110,按登記日期分,10007020,彰化縣鹿港鎮,女,雙胞胎,14
110,按登記日期分,10007020,彰化縣鹿港鎮,女,3胞胎,0
110,按登記日期分,10007020,彰化縣鹿港鎮,女,4胞胎,0
110,按登記日期分,10007020,彰化縣鹿港鎮,女,5胞胎以上,0
110,按登記日期分,10007030,彰化縣和美鎮,男,單胎,397
110,按登記日期分,10007030,彰化縣和美鎮,男,雙胞胎,9
110,按登記日期分,10007030,彰化縣和美鎮,男,3胞胎,2
110,按登記日期分,10007030,彰化縣和美鎮,男,4胞胎,0
110,按登記日期分,10007030,彰化縣和美鎮,男,5胞胎以上,0
110,按登記日期分,10007030,彰化縣和美鎮,女,單胎,376
110,按登記日期分,10007030,彰化縣和美鎮,女,雙胞胎,18
110,按登記日期分,10007030,彰化縣和美鎮,女,3胞胎,1
110,按登記日期分,10007030,彰化縣和美鎮,女,4胞胎,0
110,按登記日期分,10007030,彰化縣和美鎮,女,5胞胎以上,0
110,按登記日期分,10007190,彰化縣北斗鎮,男,單胎,195
110,按登記日期分,10007190,彰化縣北斗鎮,男,雙胞胎,10
110,按登記日期分,10007190,彰化縣北斗鎮,男,3胞胎,0
110,按登記日期分,10007190,彰化縣北斗鎮,男,4胞胎,0
110,按登記日期分,10007190,彰化縣北斗鎮,男,5胞胎以上,0
110,按登記日期分,10007190,彰化縣北斗鎮,女,單胎,169
110,按登記日期分,10007190,彰化縣北斗鎮,女,雙胞胎,8
110,按登記日期分,10007190,彰化縣北斗鎮,女,3胞胎,0
110,按登記日期分,10007190,彰化縣北斗鎮,女,4胞胎,0
110,按登記日期分,10007190,彰化縣北斗鎮,女,5胞胎以上,0
110,按登記日期分,10007110,彰化縣溪湖鎮,男,單胎,237
110,按登記日期分,10007110,彰化縣溪湖鎮,男,雙胞胎,6
110,按登記日期分,10007110,彰化縣溪湖鎮,男,3胞胎,0
110,按登記日期分,10007110,彰化縣溪湖鎮,男,4胞胎,0
110,按登記日期分,10007110,彰化縣溪湖鎮,男,5胞胎以上,0
110,按登記日期分,10007110,彰化縣溪湖鎮,女,單胎,219
110,按登記日期分,10007110,彰化縣溪湖鎮,女,雙胞胎,12
110,按登記日期分,10007110,彰化縣溪湖鎮,女,3胞胎,0
110,按登記日期分,10007110,彰化縣溪湖鎮,女,4胞胎,0
110,按登記日期分,10007110,彰化縣溪湖鎮,女,5胞胎以上,0
110,按登記日期分,10007120,彰化縣田中鎮,男,單胎,184
110,按登記日期分,10007120,彰化縣田中鎮,男,雙胞胎,2
110,按登記日期分,10007120,彰化縣田中鎮,男,3胞胎,0
110,按登記日期分,10007120,彰化縣田中鎮,男,4胞胎,0
110,按登記日期分,10007120,彰化縣田中鎮,男,5胞胎以上,0
110,按登記日期分,10007120,彰化縣田中鎮,女,單胎,128
110,按登記日期分,10007120,彰化縣田中鎮,女,雙胞胎,8
110,按登記日期分,10007120,彰化縣田中鎮,女,3胞胎,0
110,按登記日期分,10007120,彰化縣田中鎮,女,4胞胎,0
110,按登記日期分,10007120,彰化縣田中鎮,女,5胞胎以上,0
110,按登記日期分,10007200,彰化縣二林鎮,男,單胎,200
110,按登記日期分,10007200,彰化縣二林鎮,男,雙胞胎,8
110,按登記日期分,10007200,彰化縣二林鎮,男,3胞胎,0
110,按登記日期分,10007200,彰化縣二林鎮,男,4胞胎,0
110,按登記日期分,10007200,彰化縣二林鎮,男,5胞胎以上,0
110,按登記日期分,10007200,彰化縣二林鎮,女,單胎,184
110,按登記日期分,10007200,彰化縣二林鎮,女,雙胞胎,4
110,按登記日期分,10007200,彰化縣二林鎮,女,3胞胎,0
110,按登記日期分,10007200,彰化縣二林鎮,女,4胞胎,0
110,按登記日期分,10007200,彰化縣二林鎮,女,5胞胎以上,0
110,按登記日期分,10007040,彰化縣線西鄉,男,單胎,78
110,按登記日期分,10007040,彰化縣線西鄉,男,雙胞胎,5
110,按登記日期分,10007040,彰化縣線西鄉,男,3胞胎,0
110,按登記日期分,10007040,彰化縣線西鄉,男,4胞胎,0
110,按登記日期分,10007040,彰化縣線西鄉,男,5胞胎以上,0
110,按登記日期分,10007040,彰化縣線西鄉,女,單胎,70
110,按登記日期分,10007040,彰化縣線西鄉,女,雙胞胎,1
110,按登記日期分,10007040,彰化縣線西鄉,女,3胞胎,0
110,按登記日期分,10007040,彰化縣線西鄉,女,4胞胎,0
110,按登記日期分,10007040,彰化縣線西鄉,女,5胞胎以上,0
110,按登記日期分,10007050,彰化縣伸港鄉,男,單胎,208
110,按登記日期分,10007050,彰化縣伸港鄉,男,雙胞胎,16
110,按登記日期分,10007050,彰化縣伸港鄉,男,3胞胎,2
110,按登記日期分,10007050,彰化縣伸港鄉,男,4胞胎,0
110,按登記日期分,10007050,彰化縣伸港鄉,男,5胞胎以上,0
110,按登記日期分,10007050,彰化縣伸港鄉,女,單胎,169
110,按登記日期分,10007050,彰化縣伸港鄉,女,雙胞胎,6
110,按登記日期分,10007050,彰化縣伸港鄉,女,3胞胎,1
110,按登記日期分,10007050,彰化縣伸港鄉,女,4胞胎,0
110,按登記日期分,10007050,彰化縣伸港鄉,女,5胞胎以上,0
110,按登記日期分,10007060,彰化縣福興鄉,男,單胎,180
110,按登記日期分,10007060,彰化縣福興鄉,男,雙胞胎,10
110,按登記日期分,10007060,彰化縣福興鄉,男,3胞胎,0
110,按登記日期分,10007060,彰化縣福興鄉,男,4胞胎,0
110,按登記日期分,10007060,彰化縣福興鄉,男,5胞胎以上,0
110,按登記日期分,10007060,彰化縣福興鄉,女,單胎,217
110,按登記日期分,10007060,彰化縣福興鄉,女,雙胞胎,4
110,按登記日期分,10007060,彰化縣福興鄉,女,3胞胎,0
110,按登記日期分,10007060,彰化縣福興鄉,女,4胞胎,0
110,按登記日期分,10007060,彰化縣福興鄉,女,5胞胎以上,0
110,按登記日期分,10007070,彰化縣秀水鄉,男,單胎,197
110,按登記日期分,10007070,彰化縣秀水鄉,男,雙胞胎,5
110,按登記日期分,10007070,彰化縣秀水鄉,男,3胞胎,1
110,按登記日期分,10007070,彰化縣秀水鄉,男,4胞胎,0
110,按登記日期分,10007070,彰化縣秀水鄉,男,5胞胎以上,0
110,按登記日期分,10007070,彰化縣秀水鄉,女,單胎,168
110,按登記日期分,10007070,彰化縣秀水鄉,女,雙胞胎,5
110,按登記日期分,10007070,彰化縣秀水鄉,女,3胞胎,2
110,按登記日期分,10007070,彰化縣秀水鄉,女,4胞胎,0
110,按登記日期分,10007070,彰化縣秀水鄉,女,5胞胎以上,0
110,按登記日期分,10007080,彰化縣花壇鄉,男,單胎,213
110,按登記日期分,10007080,彰化縣花壇鄉,男,雙胞胎,8
110,按登記日期分,10007080,彰化縣花壇鄉,男,3胞胎,0
110,按登記日期分,10007080,彰化縣花壇鄉,男,4胞胎,0
110,按登記日期分,10007080,彰化縣花壇鄉,男,5胞胎以上,0
110,按登記日期分,10007080,彰化縣花壇鄉,女,單胎,204
110,按登記日期分,10007080,彰化縣花壇鄉,女,雙胞胎,4
110,按登記日期分,10007080,彰化縣花壇鄉,女,3胞胎,0
110,按登記日期分,10007080,彰化縣花壇鄉,女,4胞胎,0
110,按登記日期分,10007080,彰化縣花壇鄉,女,5胞胎以上,0
110,按登記日期分,10007090,彰化縣芬園鄉,男,單胎,96
110,按登記日期分,10007090,彰化縣芬園鄉,男,雙胞胎,2
110,按登記日期分,10007090,彰化縣芬園鄉,男,3胞胎,0
110,按登記日期分,10007090,彰化縣芬園鄉,男,4胞胎,0
110,按登記日期分,10007090,彰化縣芬園鄉,男,5胞胎以上,0
110,按登記日期分,10007090,彰化縣芬園鄉,女,單胎,98
110,按登記日期分,10007090,彰化縣芬園鄉,女,雙胞胎,2
110,按登記日期分,10007090,彰化縣芬園鄉,女,3胞胎,0
110,按登記日期分,10007090,彰化縣芬園鄉,女,4胞胎,0
110,按登記日期分,10007090,彰化縣芬園鄉,女,5胞胎以上,0
110,按登記日期分,10007130,彰化縣大村鄉,男,單胎,223
110,按登記日期分,10007130,彰化縣大村鄉,男,雙胞胎,12
110,按登記日期分,10007130,彰化縣大村鄉,男,3胞胎,2
110,按登記日期分,10007130,彰化縣大村鄉,男,4胞胎,0
110,按登記日期分,10007130,彰化縣大村鄉,男,5胞胎以上,0
110,按登記日期分,10007130,彰化縣大村鄉,女,單胎,191
110,按登記日期分,10007130,彰化縣大村鄉,女,雙胞胎,11
110,按登記日期分,10007130,彰化縣大村鄉,女,3胞胎,1
110,按登記日期分,10007130,彰化縣大村鄉,女,4胞胎,0
110,按登記日期分,10007130,彰化縣大村鄉,女,5胞胎以上,0
110,按登記日期分,10007140,彰化縣埔鹽鄉,男,單胎,149
110,按登記日期分,10007140,彰化縣埔鹽鄉,男,雙胞胎,9
110,按登記日期分,10007140,彰化縣埔鹽鄉,男,3胞胎,0
110,按登記日期分,10007140,彰化縣埔鹽鄉,男,4胞胎,0
110,按登記日期分,10007140,彰化縣埔鹽鄉,男,5胞胎以上,0
110,按登記日期分,10007140,彰化縣埔鹽鄉,女,單胎,152
110,按登記日期分,10007140,彰化縣埔鹽鄉,女,雙胞胎,3
110,按登記日期分,10007140,彰化縣埔鹽鄉,女,3胞胎,0
110,按登記日期分,10007140,彰化縣埔鹽鄉,女,4胞胎,0
110,按登記日期分,10007140,彰化縣埔鹽鄉,女,5胞胎以上,0
110,按登記日期分,10007150,彰化縣埔心鄉,男,單胎,137
110,按登記日期分,10007150,彰化縣埔心鄉,男,雙胞胎,6
110,按登記日期分,10007150,彰化縣埔心鄉,男,3胞胎,0
110,按登記日期分,10007150,彰化縣埔心鄉,男,4胞胎,0
110,按登記日期分,10007150,彰化縣埔心鄉,男,5胞胎以上,0
110,按登記日期分,10007150,彰化縣埔心鄉,女,單胎,140
110,按登記日期分,10007150,彰化縣埔心鄉,女,雙胞胎,2
110,按登記日期分,10007150,彰化縣埔心鄉,女,3胞胎,2
110,按登記日期分,10007150,彰化縣埔心鄉,女,4胞胎,0
110,按登記日期分,10007150,彰化縣埔心鄉,女,5胞胎以上,0
110,按登記日期分,10007160,彰化縣永靖鄉,男,單胎,127
110,按登記日期分,10007160,彰化縣永靖鄉,男,雙胞胎,6
110,按登記日期分,10007160,彰化縣永靖鄉,男,3胞胎,1
110,按登記日期分,10007160,彰化縣永靖鄉,男,4胞胎,0
110,按登記日期分,10007160,彰化縣永靖鄉,男,5胞胎以上,0
110,按登記日期分,10007160,彰化縣永靖鄉,女,單胎,139
110,按登記日期分,10007160,彰化縣永靖鄉,女,雙胞胎,8
110,按登記日期分,10007160,彰化縣永靖鄉,女,3胞胎,2
110,按登記日期分,10007160,彰化縣永靖鄉,女,4胞胎,0
110,按登記日期分,10007160,彰化縣永靖鄉,女,5胞胎以上,0
110,按登記日期分,10007170,彰化縣社頭鄉,男,單胎,201
110,按登記日期分,10007170,彰化縣社頭鄉,男,雙胞胎,16
110,按登記日期分,10007170,彰化縣社頭鄉,男,3胞胎,0
110,按登記日期分,10007170,彰化縣社頭鄉,男,4胞胎,0
110,按登記日期分,10007170,彰化縣社頭鄉,男,5胞胎以上,0
110,按登記日期分,10007170,彰化縣社頭鄉,女,單胎,188
110,按登記日期分,10007170,彰化縣社頭鄉,女,雙胞胎,5
110,按登記日期分,10007170,彰化縣社頭鄉,女,3胞胎,0
110,按登記日期分,10007170,彰化縣社頭鄉,女,4胞胎,0
110,按登記日期分,10007170,彰化縣社頭鄉,女,5胞胎以上,0
110,按登記日期分,10007180,彰化縣二水鄉,男,單胎,49
110,按登記日期分,10007180,彰化縣二水鄉,男,雙胞胎,0
110,按登記日期分,10007180,彰化縣二水鄉,男,3胞胎,0
110,按登記日期分,10007180,彰化縣二水鄉,男,4胞胎,0
110,按登記日期分,10007180,彰化縣二水鄉,男,5胞胎以上,0
110,按登記日期分,10007180,彰化縣二水鄉,女,單胎,52
110,按登記日期分,10007180,彰化縣二水鄉,女,雙胞胎,0
110,按登記日期分,10007180,彰化縣二水鄉,女,3胞胎,0
110,按登記日期分,10007180,彰化縣二水鄉,女,4胞胎,0
110,按登記日期分,10007180,彰化縣二水鄉,女,5胞胎以上,0
110,按登記日期分,10007210,彰化縣田尾鄉,男,單胎,117
110,按登記日期分,10007210,彰化縣田尾鄉,男,雙胞胎,8
110,按登記日期分,10007210,彰化縣田尾鄉,男,3胞胎,0
110,按登記日期分,10007210,彰化縣田尾鄉,男,4胞胎,0
110,按登記日期分,10007210,彰化縣田尾鄉,男,5胞胎以上,0
110,按登記日期分,10007210,彰化縣田尾鄉,女,單胎,119
110,按登記日期分,10007210,彰化縣田尾鄉,女,雙胞胎,2
110,按登記日期分,10007210,彰化縣田尾鄉,女,3胞胎,0
110,按登記日期分,10007210,彰化縣田尾鄉,女,4胞胎,0
110,按登記日期分,10007210,彰化縣田尾鄉,女,5胞胎以上,0
110,按登記日期分,10007220,彰化縣埤頭鄉,男,單胎,131
110,按登記日期分,10007220,彰化縣埤頭鄉,男,雙胞胎,3
110,按登記日期分,10007220,彰化縣埤頭鄉,男,3胞胎,0
110,按登記日期分,10007220,彰化縣埤頭鄉,男,4胞胎,0
110,按登記日期分,10007220,彰化縣埤頭鄉,男,5胞胎以上,0
110,按登記日期分,10007220,彰化縣埤頭鄉,女,單胎,141
110,按登記日期分,10007220,彰化縣埤頭鄉,女,雙胞胎,7
110,按登記日期分,10007220,彰化縣埤頭鄉,女,3胞胎,0
110,按登記日期分,10007220,彰化縣埤頭鄉,女,4胞胎,0
110,按登記日期分,10007220,彰化縣埤頭鄉,女,5胞胎以上,0
110,按登記日期分,10007230,彰化縣芳苑鄉,男,單胎,111
110,按登記日期分,10007230,彰化縣芳苑鄉,男,雙胞胎,5
110,按登記日期分,10007230,彰化縣芳苑鄉,男,3胞胎,0
110,按登記日期分,10007230,彰化縣芳苑鄉,男,4胞胎,0
110,按登記日期分,10007230,彰化縣芳苑鄉,男,5胞胎以上,0
110,按登記日期分,10007230,彰化縣芳苑鄉,女,單胎,126
110,按登記日期分,10007230,彰化縣芳苑鄉,女,雙胞胎,3
110,按登記日期分,10007230,彰化縣芳苑鄉,女,3胞胎,0
110,按登記日期分,10007230,彰化縣芳苑鄉,女,4胞胎,0
110,按登記日期分,10007230,彰化縣芳苑鄉,女,5胞胎以上,0
110,按登記日期分,10007240,彰化縣大城鄉,男,單胎,43
110,按登記日期分,10007240,彰化縣大城鄉,男,雙胞胎,1
110,按登記日期分,10007240,彰化縣大城鄉,男,3胞胎,0
110,按登記日期分,10007240,彰化縣大城鄉,男,4胞胎,0
110,按登記日期分,10007240,彰化縣大城鄉,男,5胞胎以上,0
110,按登記日期分,10007240,彰化縣大城鄉,女,單胎,46
110,按登記日期分,10007240,彰化縣大城鄉,女,雙胞胎,1
110,按登記日期分,10007240,彰化縣大城鄉,女,3胞胎,0
110,按登記日期分,10007240,彰化縣大城鄉,女,4胞胎,0
110,按登記日期分,10007240,彰化縣大城鄉,女,5胞胎以上,0
110,按登記日期分,10007250,彰化縣竹塘鄉,男,單胎,66
110,按登記日期分,10007250,彰化縣竹塘鄉,男,雙胞胎,3
110,按登記日期分,10007250,彰化縣竹塘鄉,男,3胞胎,0
110,按登記日期分,10007250,彰化縣竹塘鄉,男,4胞胎,0
110,按登記日期分,10007250,彰化縣竹塘鄉,男,5胞胎以上,0
110,按登記日期分,10007250,彰化縣竹塘鄉,女,單胎,71
110,按登記日期分,10007250,彰化縣竹塘鄉,女,雙胞胎,1
110,按登記日期分,10007250,彰化縣竹塘鄉,女,3胞胎,0
110,按登記日期分,10007250,彰化縣竹塘鄉,女,4胞胎,0
110,按登記日期分,10007250,彰化縣竹塘鄉,女,5胞胎以上,0
110,按登記日期分,10007260,彰化縣溪州鄉,男,單胎,134
110,按登記日期分,10007260,彰化縣溪州鄉,男,雙胞胎,9
110,按登記日期分,10007260,彰化縣溪州鄉,男,3胞胎,0
110,按登記日期分,10007260,彰化縣溪州鄉,男,4胞胎,0
110,按登記日期分,10007260,彰化縣溪州鄉,男,5胞胎以上,0
110,按登記日期分,10007260,彰化縣溪州鄉,女,單胎,132
110,按登記日期分,10007260,彰化縣溪州鄉,女,雙胞胎,2
110,按登記日期分,10007260,彰化縣溪州鄉,女,3胞胎,0
110,按登記日期分,10007260,彰化縣溪州鄉,女,4胞胎,0
110,按登記日期分,10007260,彰化縣溪州鄉,女,5胞胎以上,0
110,按登記日期分,10008010,南投縣南投市,男,單胎,235
110,按登記日期分,10008010,南投縣南投市,男,雙胞胎,8
110,按登記日期分,10008010,南投縣南投市,男,3胞胎,0
110,按登記日期分,10008010,南投縣南投市,男,4胞胎,0
110,按登記日期分,10008010,南投縣南投市,男,5胞胎以上,0
110,按登記日期分,10008010,南投縣南投市,女,單胎,243
110,按登記日期分,10008010,南投縣南投市,女,雙胞胎,6
110,按登記日期分,10008010,南投縣南投市,女,3胞胎,0
110,按登記日期分,10008010,南投縣南投市,女,4胞胎,0
110,按登記日期分,10008010,南投縣南投市,女,5胞胎以上,0
110,按登記日期分,10008020,南投縣埔里鎮,男,單胎,210
110,按登記日期分,10008020,南投縣埔里鎮,男,雙胞胎,8
110,按登記日期分,10008020,南投縣埔里鎮,男,3胞胎,0
110,按登記日期分,10008020,南投縣埔里鎮,男,4胞胎,0
110,按登記日期分,10008020,南投縣埔里鎮,男,5胞胎以上,0
110,按登記日期分,10008020,南投縣埔里鎮,女,單胎,193
110,按登記日期分,10008020,南投縣埔里鎮,女,雙胞胎,6
110,按登記日期分,10008020,南投縣埔里鎮,女,3胞胎,3
110,按登記日期分,10008020,南投縣埔里鎮,女,4胞胎,0
110,按登記日期分,10008020,南投縣埔里鎮,女,5胞胎以上,0
110,按登記日期分,10008030,南投縣草屯鎮,男,單胎,371
110,按登記日期分,10008030,南投縣草屯鎮,男,雙胞胎,6
110,按登記日期分,10008030,南投縣草屯鎮,男,3胞胎,0
110,按登記日期分,10008030,南投縣草屯鎮,男,4胞胎,0
110,按登記日期分,10008030,南投縣草屯鎮,男,5胞胎以上,0
110,按登記日期分,10008030,南投縣草屯鎮,女,單胎,290
110,按登記日期分,10008030,南投縣草屯鎮,女,雙胞胎,12
110,按登記日期分,10008030,南投縣草屯鎮,女,3胞胎,0
110,按登記日期分,10008030,南投縣草屯鎮,女,4胞胎,0
110,按登記日期分,10008030,南投縣草屯鎮,女,5胞胎以上,0
110,按登記日期分,10008040,南投縣竹山鎮,男,單胎,126
110,按登記日期分,10008040,南投縣竹山鎮,男,雙胞胎,6
110,按登記日期分,10008040,南投縣竹山鎮,男,3胞胎,0
110,按登記日期分,10008040,南投縣竹山鎮,男,4胞胎,0
110,按登記日期分,10008040,南投縣竹山鎮,男,5胞胎以上,0
110,按登記日期分,10008040,南投縣竹山鎮,女,單胎,121
110,按登記日期分,10008040,南投縣竹山鎮,女,雙胞胎,4
110,按登記日期分,10008040,南投縣竹山鎮,女,3胞胎,0
110,按登記日期分,10008040,南投縣竹山鎮,女,4胞胎,0
110,按登記日期分,10008040,南投縣竹山鎮,女,5胞胎以上,0
110,按登記日期分,10008050,南投縣集集鎮,男,單胎,25
110,按登記日期分,10008050,南投縣集集鎮,男,雙胞胎,0
110,按登記日期分,10008050,南投縣集集鎮,男,3胞胎,0
110,按登記日期分,10008050,南投縣集集鎮,男,4胞胎,0
110,按登記日期分,10008050,南投縣集集鎮,男,5胞胎以上,0
110,按登記日期分,10008050,南投縣集集鎮,女,單胎,32
110,按登記日期分,10008050,南投縣集集鎮,女,雙胞胎,0
110,按登記日期分,10008050,南投縣集集鎮,女,3胞胎,0
110,按登記日期分,10008050,南投縣集集鎮,女,4胞胎,0
110,按登記日期分,10008050,南投縣集集鎮,女,5胞胎以上,0
110,按登記日期分,10008060,南投縣名間鄉,男,單胎,104
110,按登記日期分,10008060,南投縣名間鄉,男,雙胞胎,4
110,按登記日期分,10008060,南投縣名間鄉,男,3胞胎,0
110,按登記日期分,10008060,南投縣名間鄉,男,4胞胎,0
110,按登記日期分,10008060,南投縣名間鄉,男,5胞胎以上,0
110,按登記日期分,10008060,南投縣名間鄉,女,單胎,97
110,按登記日期分,10008060,南投縣名間鄉,女,雙胞胎,2
110,按登記日期分,10008060,南投縣名間鄉,女,3胞胎,0
110,按登記日期分,10008060,南投縣名間鄉,女,4胞胎,0
110,按登記日期分,10008060,南投縣名間鄉,女,5胞胎以上,0
110,按登記日期分,10008070,南投縣鹿谷鄉,男,單胎,28
110,按登記日期分,10008070,南投縣鹿谷鄉,男,雙胞胎,4
110,按登記日期分,10008070,南投縣鹿谷鄉,男,3胞胎,0
110,按登記日期分,10008070,南投縣鹿谷鄉,男,4胞胎,0
110,按登記日期分,10008070,南投縣鹿谷鄉,男,5胞胎以上,0
110,按登記日期分,10008070,南投縣鹿谷鄉,女,單胎,34
110,按登記日期分,10008070,南投縣鹿谷鄉,女,雙胞胎,2
110,按登記日期分,10008070,南投縣鹿谷鄉,女,3胞胎,0
110,按登記日期分,10008070,南投縣鹿谷鄉,女,4胞胎,0
110,按登記日期分,10008070,南投縣鹿谷鄉,女,5胞胎以上,0
110,按登記日期分,10008080,南投縣中寮鄉,男,單胎,20
110,按登記日期分,10008080,南投縣中寮鄉,男,雙胞胎,0
110,按登記日期分,10008080,南投縣中寮鄉,男,3胞胎,0
110,按登記日期分,10008080,南投縣中寮鄉,男,4胞胎,0
